iter	Logloss
172	0.5359526882
173	0.5354856588
174	0.5351977507
175	0.5349721378
176	0.5347633852
177	0.5345528348
178	0.534261345
179	0.5339473299
180	0.5336579264
181	0.5333418701
182	0.5330392075
183	0.53274929
184	0.532470104
185	0.5321607581
186	0.5318882594
187	0.5315322793
188	0.531200965
189	0.5309587911
190	0.5306408453
191	0.5303457681
192	0.5298189298
193	0.5295204175
194	0.5292735111
195	0.5289277794
196	0.5285584278
197	0.5282866783
198	0.5280338443
199	0.5276323963
200	0.5273679607
201	0.5270460879
202	0.5267849152
203	0.5266281406
204	0.5263340728
205	0.5259405458
206	0.5256606106
207	0.5253978677
208	0.5251845115
209	0.5248914884
210	0.5246416481
211	0.5243265146
212	0.5239477195
213	0.5235264217
214	0.5233630051
215	0.5230896338
216	0.522823903
217	0.5226070646
218	0.5223215427
219	0.5220451834
220	0.5217628794
221	0.5215662445
222	0.5211613525
223	0.5208166999
224	0.5205549807
225	0.5202369519
226	0.5199481287
227	0.5196838842
228	0.5194148035
229	0.5192093464
230	0.5189244304
231	0.5188032381
232	0.5185885693
233	0.5183450014
234	0.5181008995
235	0.5178984071
236	0.5176048413
237	0.5174313162
238	0.5171940246
239	0.5169683293
240	0.5167920282
241	0.516594906
242	0.5161254151
243	0.5158081945
244	0.5155504337
245	0.5153035442
246	0.5151370127
247	0.5148853976
248	0.5147079114
249	0.5144471215
250	0.5143231769
251	0.5141393245
252	0.5138315115
253	0.5136399508
254	0.5135272355
255	0.5133155061
256	0.5131048058
257	0.5129324568
258	0.5127329969
259	0.5124620774
260	0.5121021284
261	0.5118695878
262	0.5116642944
263	0.5114732474
264	0.5112471707
265	0.5111136937
266	0.5109186073
267	0.510701207
268	0.5104244092
269	0.5102319069
270	0.5100163646
271	0.509671806
272	0.5094552194
273	0.5092990002
274	0.5090764629
275	0.5088163624
276	0.5085618957
277	0.5083679241
278	0.5081068158
279	0.507921665
280	0.5076092195
281	0.507291356
282	0.5070818777
283	0.5068635956
284	0.5066322965
285	0.5064028157
286	0.5061247769
287	0.5059372957
288	0.5056524534
289	0.5054684145
290	0.5052627707
291	0.5050706495
292	0.5048129881
293	0.5045341551
294	0.5042233174
295	0.5039799401
296	0.5037486604
297	0.5035544053
298	0.5032449874
299	0.5030869034
300	0.502905626
301	0.5027384732
302	0.5025371601
303	0.5023064937
304	0.5020849151
305	0.5018312707
306	0.5016684299
307	0.5014885088
308	0.5013265437
309	0.5011514039
310	0.5009160828
311	0.5006780285
312	0.5004043071
313	0.5001702116
314	0.4999794888
315	0.4998392437
316	0.4996309419
317	0.4994195724
318	0.4991879216
319	0.4989653149
320	0.4987360946
321	0.4984537651
322	0.4982619741
323	0.4980056518
324	0.4977586383
325	0.4974834483
326	0.4971891965
327	0.4969084666
328	0.4966697252
329	0.4963959769
330	0.4962656787
331	0.4960821507
332	0.4958353537
333	0.4956447218
334	0.4952939902
335	0.4949842396
336	0.4947036319
337	0.4945316687
338	0.4943600582
339	0.4940833725
340	0.4937656845
341	0.4936089735
342	0.4934395544
343	0.4931708469
344	0.4929997004
345	0.4927749571
346	0.4926359286
347	0.4924250243
348	0.492188934
349	0.4919858042
350	0.4917898636
351	0.4914839776
352	0.4911836882
353	0.4909706686
354	0.4907581465
355	0.4905121165
356	0.4903032152
357	0.4901052041
358	0.4898130054
359	0.4896154967
360	0.4894233778
361	0.4891913594
362	0.4889876507
363	0.4887849614
364	0.4886601505
365	0.488345214
366	0.488112428
367	0.4878300241
368	0.4876171533
369	0.4874090028
370	0.4870503234
371	0.4867268082
372	0.4865367946
373	0.486342442
374	0.4861472493
375	0.4858973977
376	0.4856256274
377	0.485411945
378	0.4852092362
379	0.4849504188
380	0.4847387879
381	0.4845742347
382	0.4843267815
383	0.4841266027
384	0.4839065966
385	0.4836656985
386	0.4833551239
387	0.4831097457
388	0.4828353309
389	0.4825668375
390	0.4822831337
391	0.482101708
392	0.4818927602
393	0.4817736024
394	0.4815217024
395	0.4812423173
396	0.4810446554
397	0.4807195583
398	0.4805075106
399	0.4802269146
400	0.4799654303
401	0.4797627625
402	0.4794966674
403	0.4793493664
404	0.4791235776
405	0.4788454539
406	0.478606514
407	0.4783466947
408	0.4780931003
409	0.4779209403
410	0.4776448515
411	0.4774438156
412	0.4771359312
413	0.4769293886
414	0.4767565558
415	0.4765278598
416	0.4762906914
417	0.4759935812
418	0.4757397058
419	0.4754691598
420	0.4751913983
421	0.4750261032
422	0.4748812822
423	0.4745876584
424	0.474336493
425	0.4740755049
426	0.4738617751
427	0.4736346013
428	0.4734367741
429	0.4731980648
430	0.4730335733
431	0.4728451968
432	0.4726509194
433	0.4723208263
434	0.4721085456
435	0.4719613734
436	0.4717214402
437	0.4715205604
438	0.4713461655
439	0.4711384721
440	0.4709644206
441	0.4707644216
442	0.4705081873
443	0.4703028778
444	0.4701174973
445	0.4699050054
446	0.4696601463
447	0.4695097175
448	0.4693103096
449	0.4690658951
450	0.4688198287
451	0.4686580249
452	0.4683526283
453	0.4681420938
454	0.4679638321
455	0.4677350018
456	0.4675872155
457	0.4673723312
458	0.467099992
459	0.4668657977
460	0.4666653234
461	0.4664731295
462	0.466280042
463	0.4660429887
464	0.46577249
465	0.4655905518
466	0.465362724
467	0.4651805908
468	0.4649577112
469	0.4647024351
470	0.4644949916
471	0.4643543527
472	0.4641595013
473	0.4639819352
474	0.4637285272
475	0.4635020359
476	0.4632416925
477	0.4630191033
478	0.4627852517
479	0.4626073489
480	0.4624041226
481	0.4622715399
482	0.4620137027
483	0.4618128767
484	0.4615943291
485	0.4614680181
486	0.4613318077
487	0.4611452515
488	0.4609255238
489	0.4607199923
490	0.4605773974
491	0.4603687671
492	0.4601791799
493	0.4600046714
494	0.459785326
495	0.4595361873
496	0.459347173
497	0.4591467269
498	0.4589413595
499	0.4587472186
500	0.4585151619
501	0.4583684132
502	0.4582337658
503	0.4580375316
504	0.4578005864
505	0.4576052715
506	0.4573892046
507	0.4571755826
508	0.4569441113
509	0.4567291306
510	0.4565439913
511	0.4563502737
512	0.4561988745
513	0.4560355816
514	0.4558384169
515	0.4557112419
516	0.4555278242
517	0.4554113542
518	0.4552870221
519	0.4550925539
520	0.4548498381
521	0.4546862366
522	0.4544878087
523	0.4542308114
524	0.4540879859
525	0.4538556252
526	0.453626356
527	0.453444879
528	0.4533013389
529	0.4531138922
530	0.4529343413
531	0.4527184998
532	0.4525744577
533	0.4523910272
534	0.4521488033
535	0.4519960511
536	0.4518358579
537	0.4517079135
538	0.451489434
539	0.4512454928
540	0.451129375
541	0.4508923887
542	0.4507532662
543	0.4504947606
544	0.4503548492
545	0.4501592156
546	0.4499150545
547	0.4496637143
548	0.4495322933
549	0.4493321917
550	0.4491208738
551	0.4489323131
552	0.4488033314
553	0.4485853262
554	0.4483899614
555	0.4481448442
556	0.4479723237
557	0.4477702401
558	0.447585503
559	0.4474806405
560	0.4472704719
561	0.4471731898
562	0.4470156167
563	0.4468203737
564	0.4466370393
565	0.4465025571
566	0.4463308059
567	0.4461295517
568	0.4459544579
569	0.4458283448
570	0.4456647897
571	0.4454993256
572	0.4453181085
573	0.4451347497
574	0.4449859305
575	0.4448490459
576	0.4446508982
577	0.4444358872
578	0.444277461
579	0.4440413492
580	0.4438612902
581	0.4436757847
582	0.4435031115
583	0.4433482922
584	0.44316763
585	0.442946782
586	0.4427538321
587	0.4425428837
588	0.4423307178
589	0.4421420015
590	0.4419559074
591	0.4418393905
592	0.4417002368
593	0.4414949024
594	0.4413150969
595	0.4410901714
596	0.4409314582
597	0.4407112914
598	0.4404841941
599	0.4403478395
600	0.440181656
601	0.4400365457
602	0.4398478692
603	0.4396400424
604	0.4394458628
605	0.4393005001
606	0.4391099624
607	0.4389427799
608	0.4387547285
609	0.4385544859
610	0.4384510868
611	0.4383030271
612	0.4381594835
613	0.438022055
614	0.4378265737
615	0.437625614
616	0.4374303036
617	0.4373044743
618	0.4370951108
619	0.436932432
620	0.4367492143
621	0.4365593418
622	0.4363719846
623	0.4362223155
624	0.4360198507
625	0.4358438708
626	0.4356383283
627	0.4354652837
628	0.4353250064
629	0.4351421473
630	0.4349745056
631	0.4348324112
632	0.4346456787
633	0.4344457128
634	0.4343094919
635	0.4341315275
636	0.4340104247
637	0.433837884
638	0.4336838165
639	0.433453507
640	0.4332661498
641	0.4331046007
642	0.4329029456
643	0.4327304051
644	0.4325718593
645	0.4323926772
646	0.4322355072
647	0.4320314042
648	0.4318616218
649	0.4317392014
650	0.4315913855
651	0.4313911239
652	0.4312470883
653	0.4310389327
654	0.430860477
655	0.4306079748
656	0.4304118492
657	0.430238338
658	0.4300759543
659	0.4299564272
660	0.4297767412
661	0.4296440818
662	0.4294566354
663	0.4292575203
664	0.429140063
665	0.4290114017
666	0.4289107081
667	0.4287892643
668	0.4286275019
669	0.4284233956
670	0.4282439292
671	0.4280722353
672	0.4279313321
673	0.427803794
674	0.4276403563
675	0.427495806
676	0.4273041684
677	0.4271423425
678	0.4269400124
679	0.4267183746
680	0.4265344597
681	0.4263368696
682	0.4261847795
683	0.4259750633
684	0.4258326292
685	0.4256275836
686	0.4254848999
687	0.4253130016
688	0.4252118422
689	0.425034689
690	0.4248837107
691	0.4246676127
692	0.4245096009
693	0.4243315267
694	0.4242240902
695	0.4240689991
696	0.4238736016
697	0.4237644689
698	0.4235599037
699	0.4233713932
700	0.4232732317
701	0.4231187355
702	0.4229640812
703	0.4228037079
704	0.4226952109
705	0.4225329639
706	0.4223994695
707	0.4222681773
708	0.4221482217
709	0.4220615777
710	0.421896775
711	0.4217653213
712	0.4216073946
713	0.4214742568
714	0.4213020306
715	0.4211819065
716	0.4210297662
717	0.4208770583
718	0.4206867459
719	0.4205598218
720	0.4204215051
721	0.4202336173
722	0.4200707202
723	0.4199111933
724	0.4197516518
725	0.4195918267
726	0.419373111
727	0.4192172217
728	0.4190814659
729	0.418940124
730	0.4187908845
731	0.4186816498
732	0.4185446019
733	0.4184280645
734	0.418265635
735	0.4181495535
736	0.4179973529
737	0.417888015
738	0.4176661761
739	0.4175097226
740	0.4173237142
741	0.4171517618
742	0.4170008136
743	0.4168386337
744	0.4167043896
745	0.4165715067
746	0.4164801035
747	0.4163070952
748	0.4161552997
749	0.4160455412
750	0.4158901883
751	0.4156986035
752	0.4155367
753	0.4154012424
754	0.4152631813
755	0.4151328238
756	0.4149495004
757	0.4147788889
758	0.4146254174
759	0.414505839
760	0.4143715299
761	0.4142776381
762	0.4141285611
763	0.4139719222
764	0.4138231856
765	0.4136316675
766	0.4134851502
767	0.4133583307
768	0.413193362
769	0.413093217
770	0.4129289684
771	0.4127917151
772	0.4126431534
773	0.4125486746
774	0.4123992676
775	0.4123052429
776	0.4121732098
777	0.4119935214
778	0.4118711375
779	0.4117255883
780	0.411504378
781	0.4113707325
782	0.4112084835
783	0.4110396215
784	0.4109060728
785	0.4107989718
786	0.4106654451
787	0.4104896576
788	0.4102732569
789	0.4101648841
790	0.4100773685
791	0.4098894796
792	0.409744129
793	0.409620175
794	0.4094782299
795	0.4093343779
796	0.4091968644
797	0.4091057707
798	0.408899032
799	0.4087271175
800	0.4085750753
801	0.4084236714
802	0.4083088736
803	0.4081612555
804	0.4079672628
805	0.4077999257
806	0.4076819527
807	0.4075317076
808	0.4073964596
809	0.4072707811
810	0.4071611207
811	0.4070025935
812	0.4068137579
813	0.4067029084
814	0.4065623291
815	0.4064102326
816	0.4062835019
817	0.4061320645
818	0.4060088727
819	0.405894647
820	0.4058009272
821	0.4056331103
822	0.4055067598
823	0.4053679463
824	0.4052360714
825	0.4050928677
826	0.4049781104
827	0.4048321953
828	0.4046782586
829	0.4045484947
830	0.404387662
831	0.4042643121
832	0.4041548309
833	0.4039738684
834	0.403807821
835	0.4037020905
836	0.4035302549
837	0.4033923304
838	0.4032915037
839	0.4031838879
840	0.4030472421
841	0.4029229472
842	0.4027918146
843	0.4026474832
844	0.4025116079
845	0.4023620851
846	0.4022921623
847	0.4021480674
848	0.4020224886
849	0.4018772892
850	0.4017722638
851	0.4015959429
852	0.4015009802
853	0.4013706503
854	0.401213257
855	0.401062447
856	0.4009315434
857	0.4007783117
858	0.4006436254
859	0.4004864699
860	0.4003295436
861	0.4001894109
862	0.4000555199
863	0.3999665679
864	0.3998291655
865	0.3996664442
866	0.3995229427
867	0.3993793006
868	0.3992370054
869	0.3991112212
870	0.3989644075
871	0.3987844281
872	0.3986564617
873	0.3985170964
874	0.3983840385
875	0.3982599088
876	0.3981622409
877	0.3979847786
878	0.3978701222
879	0.397714012
880	0.3975910243
881	0.3974358372
882	0.3972934819
883	0.3971461112
884	0.3970456554
885	0.3969362432
886	0.3968248833
887	0.3966788533
888	0.3965646377
889	0.396425043
890	0.396286393
891	0.3961700737
892	0.3960908253
893	0.3959508736
894	0.3958603221
895	0.3957066084
896	0.3955570627
897	0.3954319073
898	0.3952835806
899	0.3951640569
900	0.3950851232
901	0.3949506903
902	0.3948147327
903	0.394689245
904	0.3945520593
905	0.3944399192
906	0.3942919416
907	0.3941430586
908	0.394049644
909	0.3939490378
910	0.3937980531
911	0.393653213
912	0.3935191919
913	0.3933898128
914	0.3932896894
915	0.393154676
916	0.3930585174
917	0.3929350284
918	0.3927924141
919	0.3926913558
920	0.3925656957
921	0.3923700938
922	0.3922344352
923	0.392110006
924	0.3919327081
925	0.3918062577
926	0.3916684132
927	0.3915036656
928	0.3913633862
929	0.3912664275
930	0.3911397175
931	0.3910534278
932	0.3909220043
933	0.3907884524
934	0.3906249603
935	0.3904886643
936	0.3904091109
937	0.3902700521
938	0.3900759559
939	0.3899847821
940	0.3898763434
941	0.3897559216
942	0.389618187
943	0.3894915656
944	0.3893394965
945	0.3892581261
946	0.389139349
947	0.3890013
948	0.3888838696
949	0.3888075683
950	0.388687957
951	0.3885372066
952	0.3884181709
953	0.3882800277
954	0.3881407339
955	0.3880576422
956	0.3879174542
957	0.3877750756
958	0.3876009546
959	0.3875043674
960	0.3873460506
961	0.3871790929
962	0.3870631376
963	0.3869132752
964	0.3867816495
965	0.3866428003
966	0.3865065926
967	0.3863632036
968	0.3862187624
969	0.3860835192
970	0.3859836519
971	0.3858894813
972	0.3857476618
973	0.3856460628
974	0.3854823549
975	0.3853044079
976	0.3851622654
977	0.3850134022
978	0.3848962504
979	0.384767299
980	0.3846453014
981	0.3845293448
982	0.3844553379
983	0.3843445719
984	0.3842593544
985	0.3841518142
986	0.384012071
987	0.3838950999
988	0.3837591027
989	0.3836217323
990	0.3835096141
991	0.3833563518
992	0.3832301456
993	0.3830690356
994	0.3829624302
995	0.3828409119
996	0.3826921578
997	0.3825634989
998	0.3824286466
999	0.3823371984
